Rk,Gtm,Date,Team,,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,#,Umpire,Pitchers Used (Rest-GameScore-Dec),Starter,Starter ERA,Starter FIP,Starter WHIP,Starter H9,Starter HR9,Starter BB9,Starter SO9,Opp BatAge,Opp RpG,Opp BA,Opp OBP,Opp SLG,Opp OPS,Bullpen ERA,Bullpen WHIP,Bullpen SO9
280,118,Aug 17,NYY,,TBR,"W,8-7",10,9,7,6,1,6,13,1,1,3.3,46,171,106,5,1,1,0,39,4,0,0,0,0,0,0,6,James Hoye,"D.Germán (4-47), L.Luetge (3), L.Trivino (1), R.Marinaccio (10), S.Effross (3), A.Chapman (3-W)",D.Germán,3.61,4.44,1.161,8.1,1.4,2.4,7.2,27,4.11,0.239,0.309,0.377,0.686,2.97,1.188,9.1
281,119,Aug 18,NYY,,TOR,"L,2-9",9,13,9,8,1,3,6,1,0,3.34,43,163,98,0,0,0,0,39,4,0,0,0,1,0,1,3,Bill Welke,"F.Montas (4-33-L), A.Abreu (1), L.Luetge (0)",F.Montas,6.35,4.93,1.538,10.4,1.4,3.4,7.5,27.1,4.78,0.264,0.329,0.431,0.76,2.97,1.188,9.1
282,120,Aug 19,NYY,,TOR,"L,0-4",9,8,4,4,0,2,7,1,0,3.35,37,132,86,5,1,0,0,34,2,0,0,0,1,0,0,6,,"J.Taillon (4-48-L), L.Trivino (1), W.Peralta (3), J.Loáisiga (3), A.Chapman (1), R.Marinaccio (1)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,27.1,4.78,0.264,0.329,0.431,0.76,2.97,1.188,9.1
283,121,Aug 20,NYY,,TOR,"L,2-5",9,7,5,5,0,2,9,1,1,3.36,35,147,95,0,0,1,1,32,3,0,0,0,0,0,0,4,Gabe Morales,"G.Cole (4-49-L), R.Marinaccio (0), S.Effross (2), A.Abreu (1)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,27.1,4.78,0.264,0.329,0.431,0.76,2.97,1.188,9.1
284,122,Aug 21,NYY,,TOR,"W,4-2",9,5,2,2,0,4,6,1,0,3.35,36,154,99,5,1,0,0,32,0,0,0,0,0,0,0,4,Andy Fletcher,"N.Cortes (4-66), J.Loáisiga (1-H), W.Peralta (1-BSv), L.Trivino (1-W)",N.Cortes,2.44,3.12,0.922,6.1,0.9,2.2,9.3,27.1,4.78,0.264,0.329,0.431,0.76,2.97,1.188,9.1
285,123,Aug 22,NYY,,NYM,"W,4-2",9,4,2,1,1,1,5,1,1,3.33,32,119,82,1,0,0,0,30,0,0,0,0,0,1,2,3,Lance Barrett,"D.Germán (4-62-W), R.Marinaccio (1-H), J.Loáisiga (0-Sv)",D.Germán,3.61,4.44,1.161,8.1,1.4,2.4,7.2,29.7,4.77,0.259,0.332,0.412,0.744,2.97,1.188,9.1
286,124,Aug 23,NYY,,NYM,"W,4-2",9,9,2,2,0,4,6,0,1,3.32,39,157,96,4,0,0,0,31,2,0,0,2,0,0,2,3,Alfonso Márquez,"F.Montas (4-54), C.Schmidt (23-W), W.Peralta (1-Sv)",F.Montas,6.35,4.93,1.538,10.4,1.4,3.4,7.5,29.7,4.77,0.259,0.332,0.412,0.744,2.97,1.188,9.1
287,125,Aug 25,NYY,@,OAK,"W,13-4",9,8,4,4,0,2,6,1,3,3.33,40,160,103,3,2,0,0,35,1,0,0,0,0,0,0,3,Marvin Hudson,"J.Taillon (5-58-W), G.Weissert (99), L.Luetge (6)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,28.3,3.51,0.216,0.281,0.346,0.626,2.97,1.188,9.1
288,126,Aug 26,NYY,@,OAK,"W,3-2",9,5,2,2,0,2,14,1,0,3.32,35,136,95,1,0,0,0,32,1,0,0,0,0,0,0,3,Ryan Blakney,"G.Cole (5-77-W), J.Loáisiga (3-H), W.Peralta (2-Sv)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,28.3,3.51,0.216,0.281,0.346,0.626,2.97,1.188,9.1
289,127,Aug 27,NYY,@,OAK,"L,2-3",10.2,6,3,1,2,1,8,1,1,3.29,41,134,96,4,0,0,0,39,1,0,0,0,0,0,0,4,John Tumpane,"D.Germán (4-78), J.Loáisiga (0), R.Marinaccio (4), L.Trivino (5-L)",D.Germán,3.61,4.44,1.161,8.1,1.4,2.4,7.2,28.3,3.51,0.216,0.281,0.346,0.626,2.97,1.188,9.1
290,128,Aug 28,NYY,@,OAK,"L,1-4",8,8,4,4,0,3,11,0,0,3.3,33,148,102,1,0,1,1,29,2,0,0,1,0,0,0,4,Adrian Johnson,"C.Schmidt (4-37-L), A.Banda (29), G.Weissert (2), L.Bard (29)",C.Schmidt,3.12,3.6,1.197,7.2,0.8,3.6,8.7,28.3,3.51,0.216,0.281,0.346,0.626,2.97,1.188,9.1
291,129,Aug 29,NYY,@,LAA,"L,3-4",8,9,4,4,0,0,8,3,1,3.31,33,111,77,1,0,0,0,32,0,0,0,0,0,0,1,3,Quinn Wolcott,"F.Montas (5-46-L), C.Holmes (16), L.Luetge (3)",F.Montas,6.35,4.93,1.538,10.4,1.4,3.4,7.5,27.9,3.85,0.233,0.297,0.39,0.687,2.97,1.188,9.1
292,130,Aug 30,NYY,@,LAA,"W,7-4",9,7,4,4,0,0,10,2,0,3.32,33,138,89,1,0,0,1,33,1,0,0,0,0,0,0,7,Alan Porter,"J.Taillon (4-46), G.Weissert (1-W), L.Luetge (0), L.Trivino (2), R.Marinaccio (2), J.Loáisiga (2), W.Peralta (3)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,27.9,3.85,0.233,0.297,0.39,0.687,2.97,1.188,9.1
293,131,Aug 31,NYY,@,LAA,"L,2-3",8,6,3,2,1,1,6,1,0,3.31,30,108,68,0,0,0,0,29,0,0,0,0,0,1,2,2,Ryan Additon,"G.Cole (4-58-L), C.Holmes (1)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,27.9,3.85,0.233,0.297,0.39,0.687,2.97,1.188,9.1
294,132,Sep 2,NYY,@,TBR,"L,0-9",8,11,9,8,1,5,3,1,1,3.35,40,150,91,4,1,0,0,34,1,0,0,0,0,1,1,4,Jansen Visconti,"D.Germán (5-51-L), G.Weissert (2), A.Banda (4), M.Gonzalez (99)",D.Germán,3.61,4.44,1.161,8.1,1.4,2.4,7.2,27,4.11,0.239,0.309,0.377,0.686,2.97,1.188,9.1
295,133,Sep 3,NYY,@,TBR,"L,1-2",8,7,2,2,0,2,5,0,1,3.34,31,109,79,4,0,1,1,27,0,0,0,1,0,0,1,4,Jerry Meals,"C.Schmidt (5-49-L), L.Trivino (3), R.Marinaccio (3), J.Loáisiga (3)",C.Schmidt,3.12,3.6,1.197,7.2,0.8,3.6,8.7,27,4.11,0.239,0.309,0.377,0.686,2.97,1.188,9.1
296,134,Sep 4,NYY,@,TBR,"W,2-1",9,6,1,1,0,2,12,0,0,3.32,37,172,109,2,0,0,0,34,3,0,0,0,0,1,0,5,Vic Carapazza,"F.Montas (5-72-W), L.Trivino (0-H), R.Marinaccio (0-H), J.Loáisiga (0-H), C.Holmes (3-Sv)",F.Montas,6.35,4.93,1.538,10.4,1.4,3.4,7.5,27,4.11,0.239,0.309,0.377,0.686,2.97,1.188,9.1
297,135,Sep 5,NYY,,MIN,"W,5-2",9,6,2,2,0,4,9,1,0,3.31,36,136,82,2,0,2,0,32,0,0,0,0,0,2,2,4,,"J.Taillon (5-48), G.Weissert (2-W), W.Peralta (5-H), C.Holmes (0-Sv)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,26.9,4.3,0.248,0.317,0.401,0.718,2.97,1.188,9.1
298,136,Sep 7(1),NYY,,MIN,"W,5-4",12,11,4,3,1,3,11,1,0,3.3,48,176,119,3,0,0,0,45,1,0,0,0,0,0,1,6,Sean Barber,"D.Germán (4-51), W.Peralta (1), J.Loáisiga (2), C.Holmes (1), R.Marinaccio (2), G.Weissert (1-W)",D.Germán,3.61,4.44,1.161,8.1,1.4,2.4,7.2,26.9,4.3,0.248,0.317,0.401,0.718,2.97,1.188,9.1
299,137,Sep 7(2),NYY,,MIN,"W,7-1",9,8,1,1,0,2,17,1,0,3.28,37,148,97,1,0,0,0,35,2,0,0,0,0,0,0,2,Alex Tosi,"G.Cole (6-72-W), L.Luetge (7-Sv)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,26.9,4.3,0.248,0.317,0.401,0.718,2.97,1.188,9.1
300,138,Sep 8,NYY,,MIN,"L,3-4",9,8,4,2,2,1,6,1,0,3.28,35,134,94,2,2,0,0,34,1,0,0,0,0,1,0,5,Larry Vanover,"N.Cortes (17-52), C.Schmidt (4), W.Peralta (0-L), G.Weissert (0), R.Weber (53)",N.Cortes,2.44,3.12,0.922,6.1,0.9,2.2,9.3,26.9,4.3,0.248,0.317,0.401,0.718,2.97,1.188,9.1
301,139,Sep 9,NYY,,TBR,"L,2-4",9,11,4,4,0,4,5,0,1,3.28,42,145,91,2,0,1,0,37,4,0,0,0,0,0,0,3,Laz Diaz,"F.Montas (4-35-L), L.Luetge (1), R.Weber (0)",F.Montas,6.35,4.93,1.538,10.4,1.4,3.4,7.5,27,4.11,0.239,0.309,0.377,0.686,2.97,1.188,9.1
302,140,Sep 10,NYY,,TBR,"W,10-3",9,7,3,3,0,1,9,0,0,3.28,35,127,91,2,2,0,0,34,2,0,0,0,0,1,0,3,Phil Cuzzi,"J.Taillon (4-61-W), L.Trivino (5), J.Loáisiga (2)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,27,4.11,0.239,0.309,0.377,0.686,2.97,1.188,9.1
303,141,Sep 11,NYY,,TBR,"W,10-4",9,10,4,3,1,3,9,0,0,3.28,39,137,90,3,2,0,0,36,2,0,0,0,0,0,1,8,Ryan Blakney,"D.Germán (3-53), L.Luetge (1), G.Weissert (2-H), W.Peralta (2-W), L.Trivino (0), R.Marinaccio (3), C.Schmidt (2), C.Holmes (3)",D.Germán,3.61,4.44,1.161,8.1,1.4,2.4,7.2,27,4.11,0.239,0.309,0.377,0.686,2.97,1.188,9.1
304,142,Sep 13,NYY,@,BOS,"W,7-6",10,6,6,5,1,2,13,3,2,3.29,40,156,101,3,2,2,0,36,0,0,0,0,0,0,0,6,Mark Wegner,"G.Cole (5-56), L.Luetge (1), L.Trivino (1), J.Loáisiga (2), C.Holmes (1-W), W.Peralta (1-Sv)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,28.8,4.54,0.258,0.321,0.409,0.731,2.97,1.188,9.1
305,143,Sep 14,NYY,@,BOS,"W,5-3",9,7,3,3,0,2,11,0,0,3.28,36,115,81,1,0,0,0,34,3,0,0,0,0,1,1,4,Nick Mahrley,"N.Cortes (5-62-W), C.Schmidt (2-H), J.Loáisiga (0-H), C.Holmes (0-Sv)",N.Cortes,2.44,3.12,0.922,6.1,0.9,2.2,9.3,28.8,4.54,0.258,0.321,0.409,0.731,2.97,1.188,9.1
306,144,Sep 16,NYY,@,MIL,"L,6-7",8.2,10,7,6,1,8,10,1,0,3.3,45,200,115,4,1,0,0,36,3,0,0,0,1,1,0,8,Edwin Moscoso,"F.Montas (6-34), L.Luetge (2), G.Weissert (4), D.Germán (4), W.Peralta (2), L.Trivino (2), J.Loáisiga (1), C.Holmes (1-L)",F.Montas,6.35,4.93,1.538,10.4,1.4,3.4,7.5,29.1,4.48,0.235,0.315,0.409,0.724,2.97,1.188,9.1
307,145,Sep 17,NYY,@,MIL,"L,1-4",8,4,4,4,0,4,8,1,1,3.31,33,140,89,0,0,1,0,28,1,0,0,0,0,0,0,4,,"J.Taillon (6-45-L), G.Weissert (0), A.Chapman (28), R.Marinaccio (5)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,29.1,4.48,0.235,0.315,0.409,0.724,2.97,1.188,9.1
308,146,Sep 18,NYY,@,MIL,"W,12-8",9,12,8,8,0,4,13,3,0,3.34,43,170,113,4,2,1,0,39,4,0,0,0,0,0,0,5,Gabe Morales,"G.Cole (4-48-W), C.Schmidt (3-H), J.Loáisiga (1), W.Peralta (1), C.Holmes (1)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,29.1,4.48,0.235,0.315,0.409,0.724,2.97,1.188,9.1
309,147,Sep 20,NYY,,PIT,"W,9-8",9,10,8,7,1,6,8,2,0,3.37,44,171,111,5,4,1,0,37,1,0,0,0,1,0,0,6,Dan Bellino,"N.Cortes (5-55), R.Marinaccio (2-H), L.Trivino (3-BSv), J.Loáisiga (1), C.Holmes (1), A.Chapman (2-W)",N.Cortes,2.44,3.12,0.922,6.1,0.9,2.2,9.3,26.3,3.65,0.222,0.291,0.364,0.655,2.97,1.188,9.1
310,148,Sep 21,NYY,,PIT,"W,14-2",9,4,2,2,0,3,11,0,1,3.36,35,126,82,1,0,0,0,30,0,1,0,0,1,0,1,4,Adam Hamari,"L.Severino (69-64-W), L.Luetge (4), R.Marinaccio (0), G.Weissert (3)",L.Severino,3.18,3.7,1,6.4,1.2,2.6,9.9,26.3,3.65,0.222,0.291,0.364,0.655,2.97,1.188,9.1
311,149,Sep 22,NYY,,BOS,"W,5-4",10,8,4,4,0,5,11,2,0,3.36,42,177,113,2,0,0,0,37,2,0,0,0,0,0,0,5,Carlos Torres,"J.Taillon (4-71), C.Schmidt (3-BSv), A.Chapman (1), L.Trivino (1), C.Holmes (1-W)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,28.8,4.54,0.258,0.321,0.409,0.731,2.97,1.188,9.1
312,150,Sep 23,NYY,,BOS,"W,5-4",9,7,4,4,0,3,12,2,0,3.36,35,145,90,0,0,0,1,32,2,0,0,0,0,0,1,3,Brian Knight,"G.Cole (4-52), R.Marinaccio (1), J.Loáisiga (2-W)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,28.8,4.54,0.258,0.321,0.409,0.731,2.97,1.188,9.1
313,151,Sep 24,NYY,,BOS,"W,7-5",9,9,5,5,0,6,12,2,1,3.38,43,159,104,6,1,0,0,36,1,0,0,0,0,0,0,6,Clint Vondrak,"D.Germán (7-53), Z.Britton (99-H), L.Trivino (1-H), L.Luetge (2-BW), C.Schmidt (1-H), S.Effross (34-Sv)",D.Germán,3.61,4.44,1.161,8.1,1.4,2.4,7.2,28.8,4.54,0.258,0.321,0.409,0.731,2.97,1.188,9.1
314,152,Sep 25,NYY,,BOS,"W,2-0",6,1,0,0,0,2,5,0,0,3.36,21,101,66,,,0,0,19,1,0,0,0,0,0,0,1,Chris Conroy,N.Cortes (4-73-W),N.Cortes,2.44,3.12,0.922,6.1,0.9,2.2,9.3,28.8,4.54,0.258,0.321,0.409,0.731,2.97,1.188,9.1
315,153,Sep 26,NYY,@,TOR,"L,2-3",9.2,8,3,2,1,3,7,0,0,3.35,39,150,103,2,0,0,0,36,1,0,0,0,0,0,1,7,Laz Diaz,"L.Severino (4-49), L.Trivino (1), S.Effross (1), R.Marinaccio (2), J.Loáisiga (2), C.Holmes (3), C.Schmidt (1-L)",L.Severino,3.18,3.7,1,6.4,1.2,2.6,9.9,27.1,4.78,0.264,0.329,0.431,0.76,2.97,1.188,9.1
316,154,Sep 27,NYY,@,TOR,"W,5-2",9,8,2,2,0,0,7,1,0,3.34,32,111,75,2,0,0,0,32,1,0,0,0,0,0,1,2,Ryan Wills,"J.Taillon (4-62-W), L.Trivino (0-Sv)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,27.1,4.78,0.264,0.329,0.431,0.76,2.97,1.188,9.1
317,155,Sep 28,NYY,@,TOR,"W,8-3",9,4,3,3,0,4,7,1,0,3.34,34,140,82,2,0,0,0,29,0,0,0,0,1,0,1,5,Brian O'Nora,"G.Cole (4-58-W), Z.Britton (3-H), S.Effross (1-H), C.Schmidt (1-H), A.Chapman (5)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,27.1,4.78,0.264,0.329,0.431,0.76,2.97,1.188,9.1
318,156,Sep 30,NYY,,BAL,"L,1-2",9,5,2,2,0,7,11,0,0,3.33,38,155,87,4,1,2,0,31,1,0,0,0,0,0,0,5,Jordan Baker,"D.Germán (5-57-L), Z.Britton (1), R.Marinaccio (3), A.Chapman (1), S.Effross (1)",D.Germán,3.61,4.44,1.161,8.1,1.4,2.4,7.2,27,4.16,0.236,0.305,0.39,0.695,2.97,1.188,9.1
319,157,Oct 1,NYY,,BAL,"W,8-0",9,3,0,0,0,2,14,0,1,3.31,32,118,79,0,0,0,0,29,1,0,0,0,0,0,1,2,Mark Carlson,"N.Cortes (5-86-W), J.Barnes (99)",N.Cortes,2.44,3.12,0.922,6.1,0.9,2.2,9.3,27,4.16,0.236,0.305,0.39,0.695,2.97,1.188,9.1
320,158,Oct 2,NYY,,BAL,"L,1-3",9,7,3,3,0,8,6,0,1,3.31,42,168,95,5,1,0,0,32,5,0,0,0,1,0,1,6,Ryan Additon,"C.González (83-52), L.Luetge (7), A.Chapman (1-L), R.Marinaccio (1), J.Loáisiga (5), C.Schmidt (3)",C.González,1.93,3.75,1.5,7.7,0,5.8,5.8,27,4.16,0.236,0.305,0.39,0.695,2.97,1.188,9.1
321,159,Oct 3,NYY,@,TEX,"W,3-1",9,2,1,1,0,1,9,0,0,3.29,29,114,79,0,0,0,0,28,0,0,0,0,0,0,1,3,Andy Fletcher,"L.Severino (6-83-W), M.Castro (84-H), S.Effross (2-Sv)",L.Severino,3.18,3.7,1,6.4,1.2,2.6,9.9,28,4.36,0.239,0.301,0.395,0.696,2.97,1.188,9.1
322,160,Oct 4(1),NYY,@,TEX,"W,5-4",9,8,4,4,0,2,8,1,1,3.3,37,138,87,0,0,1,0,34,2,0,0,0,0,0,0,4,Gabe Morales,"J.Taillon (6-45), A.Chapman (1-W), G.Weissert (12-H), J.Loáisiga (1-Sv)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,28,4.36,0.239,0.301,0.395,0.696,2.97,1.188,9.1
323,161,Oct 4(2),NYY,@,TEX,"L,2-3",8,6,3,2,1,0,11,1,0,3.29,28,127,83,0,0,1,1,28,1,1,0,0,0,1,1,2,Chris Segal,"G.Cole (5-59-L), C.Schmidt (1)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,28,4.36,0.239,0.301,0.395,0.696,2.97,1.188,9.1
324,162,Oct 5,NYY,@,TEX,"L,2-4",8,11,4,4,0,3,7,2,0,3.3,35,134,86,1,0,0,1,32,2,0,0,0,0,0,1,5,Lew Williams,"D.Germán (4-38-L), A.Abreu (45), M.Castro (1), L.Trivino (7), L.Luetge (2)",D.Germán,3.61,4.44,1.161,8.1,1.4,2.4,7.2,28,4.36,0.239,0.301,0.395,0.696,2.97,1.188,9.1
325,1,Apr 8,TOR,,TEX,"W,10-8",9,8,8,8,0,5,2,3,1,8,41,157,92,3,1,0,0,35,1,0,0,0,0,0,0,8,Bill Welke,"J.Berríos (99-27), T.Saucedo (99), T.Thornton (99), R.Stripling (99), J.Merryweather (99), A.Cimber (99-BW), Y.Garcia (99-H), J.Romano (99-Sv)",J.Berríos,5.23,4.55,1.419,10.4,1.5,2.4,7.8,28,4.36,0.239,0.301,0.395,0.696,3.77,1.219,8.9
326,2,Apr 9,TOR,,TEX,"W,4-3",9,9,3,3,0,1,6,0,0,5.5,36,122,82,0,0,0,0,35,1,0,0,0,0,0,1,5,Andy Fletcher,"K.Gausman (99-44), T.Richards (99-W), Y.Garcia (0-H), T.Mayza (99-H), J.Romano (0-Sv)",K.Gausman,3.35,2.38,1.237,9.7,0.8,1.4,10.6,28,4.36,0.239,0.301,0.395,0.696,3.77,1.219,8.9
327,3,Apr 10,TOR,,TEX,"L,6-12",9,11,12,12,0,7,10,3,0,7.67,45,175,105,4,3,1,0,37,2,0,0,0,1,0,0,6,Gabe Morales,"H.Ryu (99-28), J.Merryweather (1-L), R.Stripling (1), D.Phelps (99), T.Saucedo (1), T.Thornton (1)",H.Ryu,5.67,4.78,1.333,10.7,1.7,1.3,5.3,28,4.36,0.239,0.301,0.395,0.696,3.77,1.219,8.9
328,4,Apr 11,TOR,@,NYY,"W,3-0",9,4,0,0,0,5,9,0,1,5.75,35,131,80,2,0,0,0,29,0,0,0,0,0,0,2,4,Paul Emmel,"A.Manoah (99-73-W), T.Richards (1-H), A.Cimber (2-H), J.Romano (1-Sv)",A.Manoah,2.24,3.35,0.992,6.6,0.7,2.3,8.2,30.2,4.98,0.241,0.325,0.426,0.751,3.77,1.219,8.9
329,5,Apr 12,TOR,@,NYY,"L,0-4",8,7,4,3,1,3,5,1,1,5.32,33,147,88,2,0,0,0,28,4,0,0,0,1,0,1,5,James Hoye,"Y.Kikuchi (99-40-L), D.Phelps (1), J.Merryweather (1), T.Mayza (2), A.Kay (99)",Y.Kikuchi,5.19,5.62,1.5,8.3,2.1,5.2,11.1,30.2,4.98,0.241,0.325,0.426,0.751,3.77,1.219,8.9
330,6,Apr 13,TOR,@,NYY,"W,6-4",9,10,4,4,0,3,9,3,0,5.09,39,131,86,0,0,0,0,36,2,0,0,0,0,0,1,5,Bruce Dreckman,"J.Berríos (4-45), A.Cimber (1-W), Y.Garcia (3-H), T.Richards (1-H), J.Romano (1-Sv)",J.Berríos,5.23,4.55,1.419,10.4,1.5,2.4,7.8,30.2,4.98,0.241,0.325,0.426,0.751,3.77,1.219,8.9
331,7,Apr 14,TOR,@,NYY,"L,0-3",8,8,3,3,0,1,10,0,0,4.87,32,113,86,2,0,1,0,31,2,0,0,0,0,0,1,4,Pat Hoberg,"K.Gausman (4-58-L), T.Mayza (1), D.Phelps (1), J.Merryweather (1)",K.Gausman,3.35,2.38,1.237,9.7,0.8,1.4,10.6,30.2,4.98,0.241,0.325,0.426,0.751,3.77,1.219,8.9
332,8,Apr 15,TOR,,OAK,"W,4-1",9,6,1,1,0,0,11,0,0,4.37,33,137,90,2,1,1,0,33,1,0,0,0,0,0,0,6,Stu Scheurwater,"R.Stripling (4-61), T.Richards (1), T.Mayza (0-H), A.Cimber (1-W), Y.Garcia (1-H), J.Romano (1-Sv)",R.Stripling,3.01,3.11,1.02,7.8,0.8,1.3,7.4,28.3,3.51,0.216,0.281,0.346,0.626,3.77,1.219,8.9
333,9,Apr 16,TOR,,OAK,"L,5-7",9,9,7,7,0,2,7,2,0,4.67,37,134,84,0,0,2,0,35,3,0,0,0,0,0,1,5,Jeff Nelson,"H.Ryu (5-31), T.Thornton (5), D.Phelps (1), Y.Garcia (0), J.Merryweather (1-L)",H.Ryu,5.67,4.78,1.333,10.7,1.7,1.3,5.3,28.3,3.51,0.216,0.281,0.346,0.626,3.77,1.219,8.9
334,10,Apr 17,TOR,,OAK,"W,4-3",9,6,3,3,0,3,8,1,1,4.5,36,123,84,0,0,1,0,30,0,0,0,0,2,0,1,4,Shane Livensparger,"A.Manoah (5-60-W), T.Mayza (1-H), A.Cimber (1-H), J.Romano (1-Sv)",A.Manoah,2.24,3.35,0.992,6.6,0.7,2.3,8.2,28.3,3.51,0.216,0.281,0.346,0.626,3.77,1.219,8.9
335,11,Apr 19,TOR,@,BOS,"L,1-2",8,3,2,1,1,3,6,0,0,4.22,31,138,87,0,0,0,0,27,2,0,0,0,1,2,1,4,D.J. Reyburn,"Y.Kikuchi (6-57), D.Phelps (2), Y.Garcia (2-L), T.Richards (3)",Y.Kikuchi,5.19,5.62,1.5,8.3,2.1,5.2,11.1,28.8,4.54,0.258,0.321,0.409,0.731,3.77,1.219,8.9
336,12,Apr 20,TOR,@,BOS,"W,6-1",9,10,1,1,0,1,9,0,1,3.94,39,129,91,2,0,0,0,37,3,0,0,0,0,0,0,4,,"J.Berríos (6-57-W), T.Mayza (2), T.Richards (0), J.Merryweather (3)",J.Berríos,5.23,4.55,1.419,10.4,1.5,2.4,7.8,28.8,4.54,0.258,0.321,0.409,0.731,3.77,1.219,8.9
337,13,Apr 21,TOR,@,BOS,"W,3-2",9,8,2,2,0,1,8,0,0,3.79,33,106,79,1,1,0,0,32,1,0,0,0,0,0,2,2,James Hoye,"K.Gausman (6-72-W), J.Romano (3-Sv)",K.Gausman,3.35,2.38,1.237,9.7,0.8,1.4,10.6,28.8,4.54,0.258,0.321,0.409,0.731,3.77,1.219,8.9
338,14,Apr 22,TOR,@,HOU,"W,4-3",9,7,3,3,0,2,10,0,0,3.73,36,133,94,0,0,0,0,34,1,0,0,0,0,0,0,5,Adam Hamari,"R.Stripling (6-41), T.Thornton (5), A.Cimber (4), T.Mayza (1-W), J.Romano (0-Sv)",R.Stripling,3.01,3.11,1.02,7.8,0.8,1.3,7.4,29.3,4.55,0.248,0.319,0.424,0.743,3.77,1.219,8.9
339,15,Apr 23,TOR,@,HOU,"W,3-2",9,8,2,2,0,1,10,1,0,3.61,35,133,93,1,0,0,0,34,0,0,0,0,0,0,0,5,Edwin Moscoso,"A.Manoah (5-55-W), D.Phelps (3-H), R.Borucki (99-H), Y.Garcia (3-H), A.Cimber (0-Sv)",A.Manoah,2.24,3.35,0.992,6.6,0.7,2.3,8.2,29.3,4.55,0.248,0.319,0.424,0.743,3.77,1.219,8.9
340,16,Apr 24,TOR,@,HOU,"L,7-8",9.1,11,8,4,4,5,10,2,0,3.63,44,179,108,1,0,0,0,38,5,0,0,1,0,1,1,8,Jerry Layne,"Y.Kikuchi (4-42), T.Richards (3), J.Merryweather (3), T.Mayza (1), D.Phelps (0-BSv), Y.Garcia (0), T.Thornton (1), J.Romano (1-BL)",Y.Kikuchi,5.19,5.62,1.5,8.3,2.1,5.2,11.1,29.3,4.55,0.248,0.319,0.424,0.743,3.77,1.219,8.9
341,17,Apr 25,TOR,,BOS,"W,6-2",9,7,2,2,0,1,5,0,0,3.53,34,109,74,2,2,0,0,31,2,0,0,1,1,0,1,3,Dan Bellino,"J.Berríos (4-62), A.Cimber (1-BW), J.Merryweather (0)",J.Berríos,5.23,4.55,1.419,10.4,1.5,2.4,7.8,28.8,4.54,0.258,0.321,0.409,0.731,3.77,1.219,8.9
342,18,Apr 26,TOR,,BOS,"W,6-5",10,9,5,4,1,2,14,0,0,3.54,40,163,107,1,1,1,1,36,3,0,0,0,2,0,0,6,David Rackley,"K.Gausman (4-71), T.Richards (1-H), Y.Garcia (1-BSv), D.Phelps (1), R.Borucki (2), J.Romano (1-W)",K.Gausman,3.35,2.38,1.237,9.7,0.8,1.4,10.6,28.8,4.54,0.258,0.321,0.409,0.731,3.77,1.219,8.9
343,19,Apr 27,TOR,,BOS,"L,1-7",9,13,7,7,0,2,9,0,1,3.72,43,162,116,4,1,0,0,37,4,0,0,1,2,0,0,7,Sean Barber,"R.Stripling (4-60), T.Thornton (2-L), T.Richards (0), T.Saucedo (16), J.Merryweather (1), A.Vasquez (99), B.Francis (99)",R.Stripling,3.01,3.11,1.02,7.8,0.8,1.3,7.4,28.8,4.54,0.258,0.321,0.409,0.731,3.77,1.219,8.9
344,20,Apr 28,TOR,,BOS,"W,1-0",9,4,0,0,0,1,8,0,0,3.53,32,114,79,0,0,1,0,31,1,0,0,0,0,0,0,3,Larry Vanover,"A.Manoah (4-77-W), A.Cimber (2-H), J.Romano (1-Sv)",A.Manoah,2.24,3.35,0.992,6.6,0.7,2.3,8.2,28.8,4.54,0.258,0.321,0.409,0.731,3.77,1.219,8.9
